INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES,MS_READY_SMILES,QSAR_READY_SMILES
101-61-1,CASRN,DTXSID5020869,"4,4'-Methylenebis(N,N-dimethylaniline)",CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1,CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1
10161-33-8,CASRN,DTXSID0034192,17beta-Trenbolone,[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O
10161-34-9,CASRN,DTXSID2046626,Trenbolone acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4=C3C=CC12C,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4=C3C=CC12C
101626-70-4,CASRN,DTXSID8046321,Talipexole,NC1=NC2=C(CCN(CC=C)CC2)S1,NC1=NC2=C(CCN(CC=C)CC2)S1,NC1=NC2=C(CCN(CC=C)CC2)S1
101-63-3,CASRN,DTXSID0026676,"1,1'-Oxybis(4-nitrobenzene)",[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1
101-67-7,CASRN,DTXSID3025170,"4,4'-Dioctyldiphenylamine",CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1,CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1,CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1
101-68-8,CASRN,DTXSID7025180,"4,4'-Diphenylmethane diisocyanate",O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1,O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1,O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1
101-70-2,CASRN,DTXSID3025093,"4,4'-Dimethoxydiphenylamine",COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1,COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1,COC1=CC=C(NC2=CC=C(OC)C=C2)C=C1
101-71-3,CASRN,DTXSID4046234,Diphenan,NC(=O)OC1=CC=C(CC2=CC=CC=C2)C=C1,NC(=O)OC1=CC=C(CC2=CC=CC=C2)C=C1,NC(=O)OC1=CC=C(CC2=CC=CC=C2)C=C1
101-72-4,CASRN,DTXSID1025485,N-Isopropyl-N'-phenyl-p-phenylenediamine,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1
101-77-9,CASRN,DTXSID6022422,"4,4'-Diaminobiphenyl methane",NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1
101-79-1,CASRN,DTXSID1020275,[4-(4-Chlorophenoxy)phenyl]amine,NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1
101-80-4,CASRN,DTXSID0021094,"4,4'-Oxydianiline",NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1
101-81-5,CASRN,DTXSID1041891,Diphenylmethane,C(C1=CC=CC=C1)C1=CC=CC=C1,C(C1=CC=CC=C1)C1=CC=CC=C1,C(C1=CC=CC=C1)C1=CC=CC=C1
101827-46-7,CASRN,DTXSID2048589,Butenafine hydrochloride,Cl.CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2
101828-21-1,CASRN,DTXSID7040657,Butenafine,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=C1C=CC=C2
101831-37-2,CASRN,DTXSID4046787,Diclazuril,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O,ClC1=CC=C(C=C1)C(C#N)C1=C(Cl)C=C(C=C1Cl)N1N=CC(=O)NC1=O
101-83-7,CASRN,DTXSID6025018,Dicyclohexylamine,C1CCC(CC1)NC1CCCCC1,C1CCC(CC1)NC1CCCCC1,C1CCC(CC1)NC1CCCCC1
101-84-8,CASRN,DTXSID9021847,Diphenyl oxide,O(C1=CC=CC=C1)C1=CC=CC=C1,O(C1=CC=CC=C1)C1=CC=CC=C1,O(C1=CC=CC=C1)C1=CC=CC=C1
101-85-9,CASRN,DTXSID2049393,alpha-Amylcinnamyl alcohol,CCCCCC(CO)=CC1=CC=CC=C1,CCCCCC(CO)=CC1=CC=CC=C1,CCCCCC(CO)=CC1=CC=CC=C1
101-86-0,CASRN,DTXSID4026684,2-(Phenylmethylene)octanal,CCCCCCC(C=O)=CC1=CC=CC=C1,CCCCCCC(C=O)=CC1=CC=CC=C1,CCCCCCC(C=O)=CC1=CC=CC=C1
1018-71-9,CASRN,DTXSID9046867,Pyrrolnitrin,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl
101-90-6,CASRN,DTXSID2020470,Diglycidyl resorcinol ether,C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,C(OC1=CC(OCC2CO2)=CC=C1)C1CO1,C(OC1=CC(OCC2CO2)=CC=C1)C1CO1
10190-99-5,CASRN,DTXSID3020099,Sodium aristolochate-I,[Na+].COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C([O-])=O)[N+]([O-])=O,COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C(O)=O)[N+]([O-])=O,COC1=C2C=C(C3=C(C=C4OCOC4=C3C2=CC=C1)C(O)=O)[N+]([O-])=O
101-93-9,CASRN,DTXSID0046062,Phenacaine,CCOC1=CC=C(NC(C)=NC2=CC=C(OCC)C=C2)C=C1,CCOC1=CC=C(NC(C)=NC2=CC=C(OCC)C=C2)C=C1,CCOC1=CC=C(NC(C)=NC2=CC=C(OCC)C=C2)C=C1
101-96-2,CASRN,DTXSID7024956,"N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",CCC(C)NC1=CC=C(NC(C)CC)C=C1,CCC(C)NC1=CC=C(NC(C)CC)C=C1,CCC(C)NC1=CC=C(NC(C)CC)C=C1
101-97-3,CASRN,DTXSID6044353,Ethyl phenylacetate,CCOC(=O)CC1=CC=CC=C1,CCOC(=O)CC1=CC=CC=C1,CCOC(=O)CC1=CC=CC=C1
101973-77-7,CASRN,DTXSID9048805,Esonarimod,CC(=O)SCC(CC(=O)C1=CC=C(C)C=C1)C(O)=O,CC(=O)SCC(CC(=O)C1=CC=C(C)C=C1)C(O)=O,CC(=O)SCC(CC(=O)C1=CC=C(C)C=C1)C(O)=O
101975-10-4,CASRN,DTXSID8042559,Zardaverine,COC1=CC(=CC=C1OC(F)F)C1=NNC(=O)C=C1,COC1=CC(=CC=C1OC(F)F)C1C=CC(=O)N=N1,COC1=CC(=CC=C1OC(F)F)C1C=CC(=O)N=N1
102-01-2,CASRN,DTXSID0024397,Acetoacetanilide,CC(=O)CC(=O)NC1=CC=CC=C1,CC(=O)CC(=O)NC1=CC=CC=C1,CC(=O)CC(=O)NC1=CC=CC=C1
102-05-6,CASRN,DTXSID4046238,"N,N-Dibenzylmethylamine",CN(CC1=CC=CC=C1)CC1=CC=CC=C1,CN(CC1=CC=CC=C1)CC1=CC=CC=C1,CN(CC1=CC=CC=C1)CC1=CC=CC=C1
102-06-7,CASRN,DTXSID3025178,"1,3-Diphenylguanidine",N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,N=C(NC1=CC=CC=C1)NC1=CC=CC=C1
102-07-8,CASRN,DTXSID2025183,"1,3-Diphenylurea",O=C(NC1=CC=CC=C1)NC1=CC=CC=C1,O=C(NC1=CC=CC=C1)NC1=CC=CC=C1,O=C(NC1=CC=CC=C1)NC1=CC=CC=C1
102-08-9,CASRN,DTXSID4026139,Thiocarbanilide,S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,S=C(NC1=CC=CC=C1)NC1=CC=CC=C1,S=C(NC1=CC=CC=C1)NC1=CC=CC=C1
102-09-0,CASRN,DTXSID3020540,Diphenylcarbonate,O=C(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C(OC1=CC=CC=C1)OC1=CC=CC=C1
102121-60-8,CASRN,DTXSID5040758,AM580,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)NC1=CC=C(C=C1)C(O)=O,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)NC1=CC=C(C=C1)C(O)=O,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)NC1=CC=C(C=C1)C(O)=O
10213-75-9,CASRN,DTXSID6025303,3-((2-Ethylhexyl)oxy)propionitrile,CCCCC(CC)COCCC#N,CCCCC(CC)COCCC#N,CCCCC(CC)COCCC#N
102-16-9,CASRN,DTXSID6024597,Benzyl phenylacetate,O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1,O=C(CC1=CC=CC=C1)OCC1=CC=CC=C1
10217-34-2,CASRN,DTXSID7044762,"2-(3,4-Epoxycyclohexyl)ethyltriethoxy silane",CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,N/A,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
1021868-76-7,CASRN,DTXSID8045228,Lorglumide sodium,[Na+].CCCCCN(CCCCC)C(=O)C(CCC([O-])=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1
1021868-82-5,CASRN,DTXSID5045758,"2-[(2-Methyl-1-benzothiophen-3-yl)methyl]-4,5-dihydro-1H-imidazole;oxalic acid",OC(=O)C(O)=O.C1CN=C(N1)C1=CC2=CC=CC=C2C=C1,"C1CN=C(N1)C1=CC2=CC=CC=C2C=C1,OC(=O)C(O)=O",C1CN=C(N1)C1=CC2=CC=CC=C2C=C1
102-20-5,CASRN,DTXSID0044494,2-Phenylethyl phenylacetate,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1,O=C(CC1=CC=CC=C1)OCCC1=CC=CC=C1
10222-01-2,CASRN,DTXSID5032361,"2,2-Dibromo-3-nitrilopropionamide",NC(=O)C(Br)(Br)C#N,NC(=O)C(Br)(Br)C#N,NC(=O)C(Br)(Br)C#N
102268-15-5,CASRN,DTXSID8029072,"5-Ethyl-2,3-pyridinedicarboxylic acid",CCC1=CC(C(O)=O)=C(N=C1)C(O)=O,CCC1=CC(C(O)=O)=C(N=C1)C(O)=O,CCC1=CC(C(O)=O)=C(N=C1)C(O)=O
102-27-2,CASRN,DTXSID4021848,N-Ethyl-3-methylaniline,CCNC1=CC(C)=CC=C1,CCNC1=CC(C)=CC=C1,CCNC1=CC(C)=CC=C1
102280-49-9,CASRN,DTXSID1045112,Tramazoline tosylate,CC1=CC=C(C=C1)S(O)(=O)=O.C1CN=C(NC2=C3CCCCC3=CC=C2)N1,"CC1=CC=C(C=C1)S(O)(=O)=O,C1CN=C(NC2=C3CCCCC3=CC=C2)N1",C1CN=C(NC2=C3CCCCC3=CC=C2)N1
102-28-3,CASRN,DTXSID2024454,3-Aminoacetanilide,CC(=O)NC1=CC=CC(N)=C1,CC(=O)NC1=CC=CC(N)=C1,CC(=O)NC1=CC=CC(N)=C1
102-29-4,CASRN,DTXSID6045901,Resorcinol monoacetate,CC(=O)OC1=CC=CC(O)=C1,CC(=O)OC1=CC=CC(O)=C1,CC(=O)OC1=CC=CC(O)=C1
102-36-3,CASRN,DTXSID9033008,"3,4-Dichlorophenyl isocyanate",ClC1=C(Cl)C=C(C=C1)N=C=O,ClC1=C(Cl)C=C(C=C1)N=C=O,ClC1=C(Cl)C=C(C=C1)N=C=O
10238-21-8,CASRN,DTXSID0037237,Glybenclamide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
102394-31-0,CASRN,DTXSID0045674,AF-DX 116,CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=C1N=CC=C2,CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=C1N=CC=C2,CCN(CC)CC1CCCCN1CC(=O)N1C2=C(C=CC=C2)C(=O)NC2=C1N=CC=C2
102-40-9,CASRN,DTXSID7044502,"2,2'-[Benzene-1,3-diylbis(oxy)]diethanol",OCCOC1=CC(OCCO)=CC=C1,OCCOC1=CC(OCCO)=CC=C1,OCCOC1=CC(OCCO)=CC=C1
1024-57-3,CASRN,DTXSID1024126,Heptachlor epoxide B,[H][C@]12[C@@H]3O[C@@H]3[C@H](Cl)[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
102-50-1,CASRN,DTXSID2020349,4-Methoxy-2-methylaniline,COC1=CC(C)=C(N)C=C1,COC1=CC(C)=C(N)C=C1,COC1=CC(C)=C(N)C=C1
1025-15-6,CASRN,DTXSID0026175,Triallyl isocyanurate,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
102518-79-6,CASRN,DTXSID8046038,Huperzine A,C\C=C1/[C@@H]2CC3=C(C=CC(=O)N3)[C@@]1(N)CC(C)=C2,CC=C1C2CC3=NC(=O)C=CC3C1(N)CC(C)=C2,CC=C1C2CC3=NC(=O)C=CC3C1(N)CC(C)=C2
102-54-5,CASRN,DTXSID9025326,Ferrocene,[Fe++].c1cccc1.c1cccc1,[CH]1C=CC=C1,[CH]1C=CC=C1
10258-54-5,CASRN,DTXSID0038831,2-Methoxyethyl cyanoacetate,COCCOC(=O)CC#N,COCCOC(=O)CC#N,COCCOC(=O)CC#N
102-60-3,CASRN,DTXSID9026689,"1,1??1?꿎?1?꿎꿎?(Ethylenedinitrilo)tetrakis(2-propanol)",CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O
102625-70-7,CASRN,DTXSID4023416,Pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1
10262-69-8,CASRN,DTXSID7045029,Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
10265-92-6,CASRN,DTXSID6024177,Methamidophos,COP(N)(=O)SC,COP(N)(=O)SC,COP(N)(=O)SC
102676-31-3,CASRN,DTXSID4020618,"4-(5,6,7,8-Tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile monohydrochloride",Cl.N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12
102-70-5,CASRN,DTXSID5026174,Triallylamine,C=CCN(CC=C)CC=C,C=CCN(CC=C)CC=C,C=CCN(CC=C)CC=C
1027-14-1,CASRN,DTXSID5045702,Trimecaine monohydrochloride,Cl.CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C,CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C,CCN(CC)CC(=O)NC1=C(C)C=C(C)C=C1C
102-71-6,CASRN,DTXSID9021392,Triethanolamine,OCCN(CCO)CCO,OCCN(CCO)CCO,OCCN(CCO)CCO
102-76-1,CASRN,DTXSID3026691,Triacetin,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O
102-77-2,CASRN,DTXSID0021096,N-Oxydiethylene-2-benzothiazylsulfenamide,C1CN(CCO1)SC1=NC2=C(S1)C=CC=C2,C1CN(CCO1)SC1=NC2=C(S1)C=CC=C2,C1CN(CCO1)SC1=NC2=C(S1)C=CC=C2
102778-59-6,CASRN,DTXSID0046729,Coenzyme A trilithium dihydrate,[Li+].[Li+].[Li+].O.O.CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)([O-])=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(=O)NCCC(=O)NCCS,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(=O)NCCC(=O)NCCS
1027-87-8,CASRN,DTXSID6046395,Tolpentamide,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCC1,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCC1,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCC1
102-79-4,CASRN,DTXSID1044354,N-Butyldiethanolamine,CCCCN(CCO)CCO,CCCCN(CCO)CCO,CCCCN(CCO)CCO
10281-55-7,CASRN,DTXSID6047236,(S)-Citronellene,C[C@@H](CCC=C(C)C)C=C,CC(CCC=C(C)C)C=C,CC(CCC=C(C)C)C=C
102-81-8,CASRN,DTXSID2024953,2-N-Dibutylaminoethanol,CCCCN(CCO)CCCC,CCCCN(CCO)CCCC,CCCCN(CCO)CCCC
102-82-9,CASRN,DTXSID4026183,Tributylamine,CCCCN(CCCC)CCCC,CCCCN(CCCC)CCCC,CCCCN(CCCC)CCCC
1028-33-7,CASRN,DTXSID2057609,Pentifylline,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O
102851-06-9,CASRN,DTXSID7037555,tau-Fluvalinate,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,CC(C)C(NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1
102-85-2,CASRN,DTXSID7051474,Tributyl phosphite,CCCCOP(OCCCC)OCCCC,CCCCOP(OCCCC)OCCCC,CCCCOP(OCCCC)OCCCC
102-87-4,CASRN,DTXSID8047056,"N,N-Didodecyl-1-dodecanamine",CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC
10287-53-3,CASRN,DTXSID2044763,Parbenate,CCOC(=O)C1=CC=C(C=C1)N(C)C,CCOC(=O)C1=CC=C(C=C1)N(C)C,CCOC(=O)C1=CC=C(C=C1)N(C)C
102-96-5,CASRN,DTXSID0025789,beta-Nitrostyrene,[O-][N+](=O)C=CC1=CC=CC=C1,[O-][N+](=O)C=CC1=CC=CC=C1,[O-][N+](=O)C=CC1=CC=CC=C1
102-98-7,CASRN,DTXSID5046308,Phenylmercury borate,OB(O)[O-].[Hg+]C1=CC=CC=C1,N/A,N/A
102992-93-8,CASRN,DTXSID9046318,(+/-) -Niguldipine hydrochloride (1:x),N/A,N/A,N/A
103-03-7,CASRN,DTXSID9020245,2-Phenylhydrazinecarboxamide,NC(=O)NNC1=CC=CC=C1,NC(=O)NNC1=CC=CC=C1,NC(=O)NNC1=CC=CC=C1
103055-07-8,CASRN,DTXSID5034357,"N-[2,5-dichloro-4-(1,1,2,3,3,3-hexafluoropropoxy)-phenyl-aminocarbonyl]-2,6-difluorobenzamide",FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl
103-05-9,CASRN,DTXSID3021851,2-Methyl-4-phenylbutan-2-ol,CC(C)(O)CCC1=CC=CC=C1,CC(C)(O)CCC1=CC=CC=C1,CC(C)(O)CCC1=CC=CC=C1
103-09-3,CASRN,DTXSID8026694,2-Ethylhexyl acetate,CCCCC(CC)COC(C)=O,CCCCC(CC)COC(C)=O,CCCCC(CC)COC(C)=O
10310-32-4,CASRN,DTXSID7023697,Tribenoside,CCO[C@@H]1O[C@H](C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)[C@H](OCC2=CC=CC=C2)[C@H]1O,CCOC1OC(C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)C1O,CCOC1OC(C(COCC2=CC=CC=C2)OCC2=CC=CC=C2)C(OCC2=CC=CC=C2)C1O
1031-07-8,CASRN,DTXSID3037541,Endosulfan sulfate,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl,ClC1=C(Cl)C2(Cl)C3COS(=O)(=O)OCC3C1(Cl)C2(Cl)Cl
103112-35-2,CASRN,DTXSID6041268,Fenchlorazole-ethyl,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1
103-11-7,CASRN,DTXSID9025297,2-Ethylhexyl acrylate,CCCCC(CC)COC(=O)C=C,CCCCC(CC)COC(=O)C=C,CCCCC(CC)COC(=O)C=C
10311-84-9,CASRN,DTXSID0037522,Dialifor,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=C(C=CC=C2)C1=O
103-16-2,CASRN,DTXSID2020717,4-(Benzyloxyl)phenol,OC1=CC=C(OCC2=CC=CC=C2)C=C1,OC1=CC=C(OCC2=CC=CC=C2)C=C1,OC1=CC=C(OCC2=CC=CC=C2)C=C1
103173-73-5,CASRN,DTXSID5047875,1-Ethylpyridinium hexafluorophosphate,F[P-](F)(F)(F)(F)F.CC[N+]1=CC=CC=C1,CC[N+]1=CC=CC=C1,CC[N+]1=CC=CC=C1
103177-37-3,CASRN,DTXSID3043782,Pranlukast,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1,O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
10319-14-9,CASRN,DTXSID2044503,C.I. Disperse Yellow 64,OC1=C(N=C2C=CC=CC2=C1Br)C1C(=O)C2=C(C=CC=C2)C1=O,OC1=C(N=C2C=CC=CC2=C1Br)C1C(=O)C2=C(C=CC=C2)C1=O,OC1=C(N=C2C=CC=CC2=C1Br)C1C(=O)C2=C(C=CC=C2)C1=O
103-23-1,CASRN,DTXSID0020606,Bis(2-ethylhexyl)hexanedioate,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC
1032350-13-2,CASRN,DTXSID3048948,MK-2206,NC1(CCC1)C1=CC=C(C=C1)C1=NC2=C(C=C1C1=CC=CC=C1)C1=NNC(=O)N1C=C2,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=C2C3N=NC(=O)N3C=CC2=N1)C1=CC=CC=C1,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=C2C3N=NC(=O)N3C=CC2=N1)C1=CC=CC=C1
103-24-2,CASRN,DTXSID3026697,Bis(2-ethylhexyl) nonanedioate,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC
10325-94-7,CASRN,DTXSID7044504,Cadmium dinitrate,[O-][N+](=O)O[Cd]O[N+]([O-])=O,N/A,N/A
10326-27-9,CASRN,DTXSID2020131,Barium chloride dihydrate,O.O.[Cl-].[Cl-].[Ba++],N/A,N/A
103-26-4,CASRN,DTXSID6042151,Methyl cinnamate,COC(=O)C=CC1=CC=CC=C1,COC(=O)C=CC1=CC=CC=C1,COC(=O)C=CC1=CC=CC=C1
10326-41-7,CASRN,DTXSID0047030,D-Lactic acid,C[C@@H](O)C(O)=O,CC(O)C(O)=O,CC(O)C(O)=O
