,Assay,FingerPrints,Algorithms,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN
641,TOX21_ARE_BLA_agonist_ratio,Morgan,NB,0.5401,0.3753,0.1841,0.5398,0.1084,0.6104,0.4691900075700227,426.0,3099.0,3506.0,272.0
642,TOX21_ARE_BLA_agonist_ratio,Rdkit,MLP,0.6898,0.2055,0.267,0.6326,0.1806,0.5128,0.7523649679584986,358.0,4931.0,1623.0,340.0
643,TOX21_ARE_BLA_agonist_ratio,Rdkit,GBT,0.6808,0.2109,0.261,0.6084,0.1989,0.3811,0.835825450106805,266.0,5478.0,1076.0,432.0
644,TOX21_ARE_BLA_agonist_ratio,Rdkit,RF,0.6983,0.2387,0.2732,0.6049,0.2408,0.3166,0.8931949954226427,221.0,5854.0,700.0,477.0
645,TOX21_ARE_BLA_agonist_ratio,Rdkit,LR,0.6587,0.1736,0.2606,0.6291,0.1735,0.5243,0.7339029600244126,366.0,4810.0,1744.0,332.0
646,TOX21_ARE_BLA_agonist_ratio,Rdkit,KNN,0.6658,0.3921,0.238,0.6292,0.1426,0.7191,0.5392126945376869,502.0,3534.0,3020.0,196.0
647,TOX21_ARE_BLA_agonist_ratio,Rdkit,NB,0.6214,0.2743,0.2192,0.5895,0.1371,0.5515,0.6275556911809582,385.0,4113.0,2441.0,313.0
648,TOX21_ARE_BLA_agonist_ratio,Layerd,MLP,0.682,0.1994,0.2624,0.6242,0.1808,0.4842,0.7642214427329571,338.0,5011.0,1546.0,360.0
649,TOX21_ARE_BLA_agonist_ratio,Layerd,GBT,0.6729,0.1955,0.2722,0.6136,0.2147,0.3725,0.8546591429007168,260.0,5604.0,953.0,438.0
650,TOX21_ARE_BLA_agonist_ratio,Layerd,RF,0.692,0.2415,0.2801,0.6097,0.2463,0.3253,0.8941589141375629,227.0,5863.0,694.0,471.0
651,TOX21_ARE_BLA_agonist_ratio,Layerd,LR,0.6598,0.1805,0.2527,0.6222,0.1671,0.5201,0.7244166539576026,363.0,4750.0,1807.0,335.0
652,TOX21_ARE_BLA_agonist_ratio,Layerd,KNN,0.6458,0.3656,0.2347,0.6232,0.141,0.702,0.5444563062376087,490.0,3570.0,2987.0,208.0
653,TOX21_ARE_BLA_agonist_ratio,Layerd,NB,0.5518,0.3653,0.1911,0.5498,0.112,0.6519,0.4477657465304255,455.0,2936.0,3621.0,243.0
654,TOX21_ARE_BLA_agonist_ratio,Pattern,MLP,0.6739,0.2047,0.276,0.6332,0.1952,0.4728,0.7936484045755569,330.0,5273.0,1371.0,368.0
655,TOX21_ARE_BLA_agonist_ratio,Pattern,GBT,0.6696,0.1919,0.2576,0.6048,0.1992,0.3653,0.8442203491872367,255.0,5609.0,1035.0,443.0
656,TOX21_ARE_BLA_agonist_ratio,Pattern,RF,0.6732,0.2075,0.2614,0.5986,0.2274,0.3094,0.8878687537627935,216.0,5899.0,745.0,482.0
657,TOX21_ARE_BLA_agonist_ratio,Pattern,LR,0.6362,0.1818,0.2376,0.6115,0.1527,0.5371,0.6858819987959061,375.0,4557.0,2087.0,323.0
658,TOX21_ARE_BLA_agonist_ratio,Pattern,KNN,0.6256,0.3356,0.213,0.5914,0.127,0.6605,0.5222757375075255,461.0,3470.0,3174.0,237.0
659,TOX21_ARE_BLA_agonist_ratio,Pattern,NB,0.502,0.4616,0.1715,0.5025,0.0956,0.8309,0.17414208308248044,580.0,1157.0,5487.0,118.0
660,TOX21_TR_LUC_GH3_Agonist,MACCS,MLP,0.7493,0.2722,0.312,0.6386,0.1567,0.2833,0.9939543491671807,8.0,8056.0,49.0,20.0
661,TOX21_TR_LUC_GH3_Agonist,MACCS,GBT,0.6843,0.2351,0.5056,0.6245,0.463,0.25,0.9990129549660703,7.0,8097.0,8.0,21.0
662,TOX21_TR_LUC_GH3_Agonist,MACCS,RF,0.6812,0.3215,0.5952,0.6581,0.65,0.3167,0.9995064774830351,9.0,8101.0,4.0,19.0
663,TOX21_TR_LUC_GH3_Agonist,MACCS,LR,0.7393,0.0711,0.0726,0.657,0.0318,0.35,0.9639728562615669,10.0,7813.0,292.0,18.0
664,TOX21_TR_LUC_GH3_Agonist,MACCS,KNN,0.6697,0.1977,0.1152,0.6724,0.0532,0.3667,0.978161628624306,10.0,7928.0,177.0,18.0
665,TOX21_TR_LUC_GH3_Agonist,MACCS,NB,0.6449,0.3451,0.0114,0.6449,0.0058,0.6833,0.6064157927205429,19.0,4915.0,3190.0,9.0
666,TOX21_TR_LUC_GH3_Agonist,Morgan,MLP,0.7,0.2919,0.451,0.6573,0.37,0.3167,0.9980259099321407,9.0,8089.0,16.0,19.0
667,TOX21_TR_LUC_GH3_Agonist,Morgan,GBT,0.787,0.1965,0.4317,0.624,0.3426,0.25,0.9980259099321407,7.0,8089.0,16.0,21.0
668,TOX21_TR_LUC_GH3_Agonist,Morgan,RF,0.786,0.3346,0.5286,0.6414,0.75,0.2833,0.999383096853794,8.0,8100.0,5.0,20.0
669,TOX21_TR_LUC_GH3_Agonist,Morgan,LR,0.7887,0.3139,0.3462,0.6728,0.2376,0.35,0.9956816779765577,10.0,8070.0,35.0,18.0
670,TOX21_TR_LUC_GH3_Agonist,Morgan,KNN,0.6834,0.2122,0.1115,0.6868,0.0511,0.4,0.9735965453423813,11.0,7891.0,214.0,17.0
671,TOX21_TR_LUC_GH3_Agonist,Morgan,NB,0.624,0.3527,0.4224,0.624,0.392,0.25,0.9979025293028995,7.0,8088.0,17.0,21.0
672,TOX21_TR_LUC_GH3_Agonist,Rdkit,MLP,0.6504,0.2822,0.4184,0.6569,0.32,0.3167,0.9971622455274521,9.0,8082.0,23.0,19.0
673,TOX21_TR_LUC_GH3_Agonist,Rdkit,GBT,0.8072,0.3382,0.515,0.6578,0.4833,0.3167,0.9988895743368291,9.0,8096.0,9.0,19.0
674,TOX21_TR_LUC_GH3_Agonist,Rdkit,RF,0.7203,0.3224,0.5667,0.6581,0.6852,0.3167,0.9995064774830351,9.0,8101.0,4.0,19.0
675,TOX21_TR_LUC_GH3_Agonist,Rdkit,LR,0.704,0.3234,0.3607,0.6558,0.2302,0.3167,0.9949413942011104,9.0,8064.0,41.0,19.0
676,TOX21_TR_LUC_GH3_Agonist,Rdkit,KNN,0.6645,0.1791,0.0613,0.6348,0.0231,0.3167,0.9529919802590994,9.0,7724.0,381.0,19.0
677,TOX21_TR_LUC_GH3_Agonist,Rdkit,NB,0.5912,0.1635,0.0221,0.5912,0.0079,0.3167,0.8657618753855645,9.0,7017.0,1088.0,19.0
678,TOX21_TR_LUC_GH3_Agonist,Layerd,MLP,0.687,0.2977,0.4106,0.6568,0.296,0.3167,0.997038864898211,9.0,8081.0,24.0,19.0
679,TOX21_TR_LUC_GH3_Agonist,Layerd,GBT,0.7547,0.3293,0.5476,0.6579,0.6296,0.3167,0.9991363355953116,9.0,8098.0,7.0,19.0
680,TOX21_TR_LUC_GH3_Agonist,Layerd,RF,0.7443,0.3251,0.5571,0.6581,0.8333,0.3167,0.9996298581122763,9.0,8102.0,3.0,19.0
681,TOX21_TR_LUC_GH3_Agonist,Layerd,LR,0.7113,0.2999,0.3551,0.6562,0.2175,0.3167,0.9956816779765577,9.0,8070.0,35.0,19.0
682,TOX21_TR_LUC_GH3_Agonist,Layerd,KNN,0.7152,0.229,0.077,0.6774,0.029,0.4,0.9548426896977175,11.0,7739.0,366.0,17.0
683,TOX21_TR_LUC_GH3_Agonist,Layerd,NB,0.6607,0.203,0.0487,0.6607,0.0206,0.3833,0.938062924120913,11.0,7603.0,502.0,17.0
684,TOX21_TR_LUC_GH3_Agonist,Pattern,MLP,0.686,0.2421,0.3352,0.6726,0.2317,0.35,0.9953109575518263,10.0,8066.0,38.0,18.0
685,TOX21_TR_LUC_GH3_Agonist,Pattern,GBT,0.6901,0.2629,0.4619,0.6409,0.5185,0.2833,0.9985192497532083,8.0,8092.0,12.0,20.0
686,TOX21_TR_LUC_GH3_Agonist,Pattern,RF,0.6402,0.3083,0.5381,0.6497,0.7083,0.3,0.9995064165844028,9.0,8100.0,4.0,19.0
687,TOX21_TR_LUC_GH3_Agonist,Pattern,LR,0.68,0.214,0.2928,0.6467,0.1605,0.3,0.9933366238894373,9.0,8050.0,54.0,19.0
688,TOX21_TR_LUC_GH3_Agonist,Pattern,KNN,0.6901,0.2053,0.089,0.6925,0.0445,0.4167,0.9682872655478776,12.0,7847.0,257.0,16.0
689,TOX21_TR_LUC_GH3_Agonist,Pattern,NB,0.6452,0.207,0.0292,0.6452,0.012,0.4,0.8904244817374136,11.0,7216.0,888.0,17.0
690,TOX21_TR_LUC_GH3_Antagonist,MACCS,MLP,0.7268,0.1825,0.2563,0.6515,0.186,0.4203,0.8826940819823382,204.0,6697.0,890.0,281.0
691,TOX21_TR_LUC_GH3_Antagonist,MACCS,GBT,0.713,0.1744,0.1924,0.5688,0.2053,0.1835,0.9541320680110715,89.0,7239.0,348.0,396.0
692,TOX21_TR_LUC_GH3_Antagonist,MACCS,RF,0.7527,0.2394,0.2902,0.6212,0.304,0.2843,0.9580862000790826,138.0,7269.0,318.0,347.0
693,TOX21_TR_LUC_GH3_Antagonist,MACCS,LR,0.6974,0.131,0.1805,0.6501,0.1045,0.6658,0.6343745881112429,323.0,4813.0,2774.0,162.0
694,TOX21_TR_LUC_GH3_Antagonist,MACCS,KNN,0.6982,0.3223,0.1974,0.6611,0.1175,0.6183,0.7039673125082377,300.0,5341.0,2246.0,185.0
695,TOX21_TR_LUC_GH3_Antagonist,MACCS,NB,0.6222,0.215,0.1195,0.5292,0.0643,0.8477,0.21075523922499012,411.0,1599.0,5988.0,74.0
696,TOX21_TR_LUC_GH3_Antagonist,Morgan,MLP,0.6653,0.1635,0.2223,0.6232,0.1591,0.3708,0.8755415517920441,180.0,6669.0,948.0,305.0
697,TOX21_TR_LUC_GH3_Antagonist,Morgan,GBT,0.6381,0.1648,0.203,0.5729,0.2251,0.1896,0.9561507155047919,92.0,7283.0,334.0,393.0
698,TOX21_TR_LUC_GH3_Antagonist,Morgan,RF,0.738,0.2114,0.2131,0.5729,0.2873,0.173,0.9728239464356045,84.0,7410.0,207.0,401.0
699,TOX21_TR_LUC_GH3_Antagonist,Morgan,LR,0.6711,0.1553,0.2215,0.6398,0.1477,0.4431,0.8365498227648681,215.0,6372.0,1245.0,270.0
700,TOX21_TR_LUC_GH3_Antagonist,Morgan,KNN,0.668,0.3109,0.1702,0.6317,0.0983,0.633,0.6303006432978863,307.0,4801.0,2816.0,178.0
701,TOX21_TR_LUC_GH3_Antagonist,Morgan,NB,0.5039,0.3191,0.1092,0.5032,0.0606,0.5505,0.45582250229749244,267.0,3472.0,4145.0,218.0
702,TOX21_TR_LUC_GH3_Antagonist,Rdkit,MLP,0.6975,0.1778,0.2386,0.6436,0.1662,0.427,0.8601056803170409,207.0,6511.0,1059.0,278.0
703,TOX21_TR_LUC_GH3_Antagonist,Rdkit,GBT,0.6719,0.1846,0.2171,0.5813,0.2315,0.206,0.9565389696169089,100.0,7241.0,329.0,385.0
704,TOX21_TR_LUC_GH3_Antagonist,Rdkit,RF,0.7334,0.2252,0.2678,0.608,0.2789,0.2597,0.9561426684280053,126.0,7238.0,332.0,359.0
705,TOX21_TR_LUC_GH3_Antagonist,Rdkit,LR,0.6497,0.123,0.2057,0.6242,0.1366,0.4188,0.8295904887714664,203.0,6280.0,1290.0,282.0
706,TOX21_TR_LUC_GH3_Antagonist,Rdkit,KNN,0.6756,0.3367,0.185,0.6466,0.1089,0.6185,0.6746367239101717,300.0,5107.0,2463.0,185.0
707,TOX21_TR_LUC_GH3_Antagonist,Rdkit,NB,0.6271,0.3253,0.1477,0.5861,0.0853,0.5484,0.623778071334214,266.0,4722.0,2848.0,219.0
708,TOX21_TR_LUC_GH3_Antagonist,Layerd,MLP,0.7128,0.1893,0.2501,0.6565,0.1735,0.4518,0.8612212529738303,219.0,6516.0,1050.0,266.0
709,TOX21_TR_LUC_GH3_Antagonist,Layerd,GBT,0.6873,0.1886,0.2243,0.5915,0.2101,0.2416,0.9413164155432197,117.0,7122.0,444.0,368.0
710,TOX21_TR_LUC_GH3_Antagonist,Layerd,RF,0.7489,0.2456,0.2921,0.6222,0.297,0.2889,0.9554586307163627,140.0,7229.0,337.0,345.0
711,TOX21_TR_LUC_GH3_Antagonist,Layerd,LR,0.6747,0.1367,0.2251,0.6452,0.1494,0.4576,0.8328046523922813,222.0,6301.0,1265.0,263.0
712,TOX21_TR_LUC_GH3_Antagonist,Layerd,KNN,0.6899,0.3344,0.1922,0.6558,0.1136,0.6247,0.6870208828971716,303.0,5198.0,2368.0,182.0
713,TOX21_TR_LUC_GH3_Antagonist,Layerd,NB,0.6157,0.3312,0.1599,0.6068,0.0928,0.5794,0.634152788791964,281.0,4798.0,2768.0,204.0
714,TOX21_TR_LUC_GH3_Antagonist,Pattern,MLP,0.7208,0.1811,0.2396,0.6468,0.1663,0.4311,0.8625474538552167,209.0,6589.0,1050.0,276.0
715,TOX21_TR_LUC_GH3_Antagonist,Pattern,GBT,0.7258,0.1586,0.2165,0.6073,0.1669,0.3135,0.9011650739625605,152.0,6884.0,755.0,333.0
716,TOX21_TR_LUC_GH3_Antagonist,Pattern,RF,0.7498,0.2104,0.255,0.611,0.2379,0.2785,0.9434480953004319,135.0,7207.0,432.0,350.0
717,TOX21_TR_LUC_GH3_Antagonist,Pattern,LR,0.6743,0.1303,0.2113,0.6494,0.1337,0.5074,0.7913339442335384,246.0,6045.0,1594.0,239.0
718,TOX21_TR_LUC_GH3_Antagonist,Pattern,KNN,0.6904,0.3179,0.186,0.6585,0.1082,0.6641,0.6529650477811232,322.0,4988.0,2651.0,163.0
719,TOX21_TR_LUC_GH3_Antagonist,Pattern,NB,0.6231,0.3937,0.1626,0.6271,0.0923,0.6909,0.5632936248200027,335.0,4303.0,3336.0,150.0
720,TOX21_PPARg_BLA_Agonist_ratio,MACCS,MLP,0.7944,0.2403,0.2471,0.6745,0.1882,0.3709,0.9780329505741387,39.0,7836.0,176.0,66.0
721,TOX21_PPARg_BLA_Agonist_ratio,MACCS,GBT,0.8104,0.1664,0.225,0.5952,0.2186,0.2009,0.9895157264103844,21.0,7928.0,84.0,84.0
722,TOX21_PPARg_BLA_Agonist_ratio,MACCS,RF,0.8299,0.2055,0.2656,0.5726,0.2558,0.15,0.9952571143285073,16.0,7974.0,38.0,89.0
723,TOX21_PPARg_BLA_Agonist_ratio,MACCS,LR,0.7905,0.0939,0.1027,0.7373,0.0561,0.61,0.8645781328007988,64.0,6927.0,1085.0,41.0
724,TOX21_PPARg_BLA_Agonist_ratio,MACCS,KNN,0.7288,0.2542,0.1178,0.7047,0.0669,0.5018,0.9076385421867199,53.0,7272.0,740.0,52.0
725,TOX21_PPARg_BLA_Agonist_ratio,MACCS,NB,0.5872,0.4622,0.0311,0.5865,0.0158,0.9255,0.2476285571642536,97.0,1984.0,6028.0,8.0
726,TOX21_PPARg_BLA_Agonist_ratio,Morgan,MLP,0.7439,0.2899,0.2988,0.6748,0.2606,0.3627,0.9869175180662846,38.0,7921.0,105.0,67.0
727,TOX21_PPARg_BLA_Agonist_ratio,Morgan,GBT,0.8027,0.1344,0.217,0.6181,0.198,0.25,0.9862945427361076,26.0,7916.0,110.0,79.0
728,TOX21_PPARg_BLA_Agonist_ratio,Morgan,RF,0.826,0.3006,0.4189,0.6196,0.5667,0.2409,0.9982556690755046,25.0,8012.0,14.0,80.0
729,TOX21_PPARg_BLA_Agonist_ratio,Morgan,LR,0.7864,0.2885,0.2793,0.7172,0.2025,0.4582,0.9762023423872415,48.0,7835.0,191.0,57.0
730,TOX21_PPARg_BLA_Agonist_ratio,Morgan,KNN,0.7957,0.2843,0.1302,0.7505,0.0731,0.6009,0.9000747570396213,63.0,7224.0,802.0,42.0
731,TOX21_PPARg_BLA_Agonist_ratio,Morgan,NB,0.5725,0.1268,0.0909,0.5725,0.0522,0.1909,0.9540244206329429,20.0,7657.0,369.0,85.0
732,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,MLP,0.7094,0.2014,0.2132,0.6456,0.1657,0.3127,0.9784127776391315,33.0,7841.0,173.0,72.0
733,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,GBT,0.7779,0.1849,0.2634,0.6108,0.3273,0.2282,0.9933865734963814,24.0,7961.0,53.0,81.0
734,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,RF,0.8088,0.1705,0.2285,0.5736,0.4092,0.1518,0.9953830796106813,16.0,7977.0,37.0,89.0
735,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,LR,0.7119,0.1745,0.1905,0.6516,0.1346,0.3318,0.9714250062390816,35.0,7785.0,229.0,70.0
736,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,KNN,0.754,0.275,0.1075,0.721,0.0596,0.56,0.8820813576241577,59.0,7069.0,945.0,46.0
737,TOX21_PPARg_BLA_Agonist_ratio,Rdkit,NB,0.5982,0.1494,0.0535,0.5754,0.0296,0.3418,0.8090841028200649,36.0,6484.0,1530.0,69.0
738,TOX21_PPARg_BLA_Agonist_ratio,Layerd,MLP,0.8018,0.2029,0.2181,0.6587,0.1617,0.3409,0.9765410531569753,36.0,7826.0,188.0,69.0
739,TOX21_PPARg_BLA_Agonist_ratio,Layerd,GBT,0.8548,0.2159,0.2751,0.6495,0.2602,0.3118,0.9871474918891939,33.0,7911.0,103.0,72.0
740,TOX21_PPARg_BLA_Agonist_ratio,Layerd,RF,0.8396,0.2261,0.2599,0.5978,0.4217,0.2,0.9955078612428251,21.0,7978.0,36.0,84.0
741,TOX21_PPARg_BLA_Agonist_ratio,Layerd,LR,0.8144,0.1772,0.2116,0.6788,0.1471,0.3882,0.9694285001247817,41.0,7769.0,245.0,64.0
742,TOX21_PPARg_BLA_Agonist_ratio,Layerd,KNN,0.7513,0.2566,0.1055,0.7204,0.0583,0.5609,0.879960069877714,59.0,7052.0,962.0,46.0
743,TOX21_PPARg_BLA_Agonist_ratio,Layerd,NB,0.5256,0.2948,0.0279,0.5288,0.0143,0.58,0.47753930621412527,61.0,3827.0,4187.0,44.0
744,TOX21_PPARg_BLA_Agonist_ratio,Pattern,MLP,0.8023,0.1882,0.2205,0.6606,0.1643,0.3436,0.9775784753363229,36.0,7848.0,180.0,69.0
745,TOX21_PPARg_BLA_Agonist_ratio,Pattern,GBT,0.8329,0.2167,0.2516,0.6211,0.209,0.2554,0.986671649227703,27.0,7921.0,107.0,78.0
746,TOX21_PPARg_BLA_Agonist_ratio,Pattern,RF,0.8346,0.2357,0.2948,0.608,0.3611,0.2209,0.9950174389636273,23.0,7988.0,40.0,82.0
747,TOX21_PPARg_BLA_Agonist_ratio,Pattern,LR,0.8132,0.1654,0.1937,0.6862,0.1277,0.4082,0.9642501245640259,43.0,7741.0,287.0,62.0
748,TOX21_PPARg_BLA_Agonist_ratio,Pattern,KNN,0.7352,0.2467,0.0937,0.7104,0.0513,0.5536,0.8670901843547584,58.0,6961.0,1067.0,47.0
749,TOX21_PPARg_BLA_Agonist_ratio,Pattern,NB,0.5654,0.3153,0.032,0.5654,0.0164,0.6091,0.5217987045341306,64.0,4189.0,3839.0,41.0
750,TOX21_PPARd_BLA_agonist_ratio,MACCS,MLP,0.7583,0.1277,0.1782,0.6114,0.086,0.2333,0.9894549438509997,7.0,7225.0,77.0,24.0
751,TOX21_PPARd_BLA_agonist_ratio,MACCS,GBT,0.7906,0.1806,0.3301,0.5972,0.1417,0.2,0.9943850999726103,6.0,7261.0,41.0,25.0
752,TOX21_PPARd_BLA_agonist_ratio,MACCS,RF,0.7381,0.161,0.4171,0.5824,0.325,0.1667,0.9980827170638181,5.0,7288.0,14.0,26.0
753,TOX21_PPARd_BLA_agonist_ratio,MACCS,LR,0.7484,0.0311,0.0676,0.6193,0.0259,0.2833,0.9552177485620378,9.0,6975.0,327.0,22.0
754,TOX21_PPARd_BLA_agonist_ratio,MACCS,KNN,0.6668,0.1817,0.0769,0.66,0.0337,0.3667,0.9534374144070118,11.0,6962.0,340.0,20.0
755,TOX21_PPARd_BLA_agonist_ratio,MACCS,NB,0.6199,0.3539,0.0128,0.6195,0.0065,0.7,0.5390304026294166,22.0,3936.0,3366.0,9.0
756,TOX21_PPARd_BLA_agonist_ratio,Morgan,MLP,0.7251,0.2046,0.2869,0.6145,0.1589,0.2333,0.9956248290948865,7.0,7282.0,32.0,24.0
757,TOX21_PPARd_BLA_agonist_ratio,Morgan,GBT,0.7841,0.1398,0.2419,0.6253,0.1288,0.2583,0.9923434509160514,8.0,7258.0,56.0,23.0
758,TOX21_PPARd_BLA_agonist_ratio,Morgan,RF,0.8215,0.2451,0.4222,0.5995,0.4792,0.2,0.9990429313645064,6.0,7307.0,7.0,25.0
759,TOX21_PPARd_BLA_agonist_ratio,Morgan,LR,0.8152,0.1861,0.2119,0.6287,0.1073,0.2666,0.9908394859174187,8.0,7247.0,67.0,23.0
760,TOX21_PPARd_BLA_agonist_ratio,Morgan,KNN,0.7651,0.2164,0.047,0.7258,0.0246,0.55,0.9015586546349467,17.0,6594.0,720.0,14.0
761,TOX21_PPARd_BLA_agonist_ratio,Morgan,NB,0.5783,0.1214,0.1994,0.5783,0.0726,0.1666,0.9900191413727099,5.0,7241.0,73.0,26.0
762,TOX21_PPARd_BLA_agonist_ratio,Rdkit,MLP,0.7269,0.2336,0.2181,0.6854,0.1161,0.3833,0.9873972602739726,12.0,7208.0,92.0,19.0
763,TOX21_PPARd_BLA_agonist_ratio,Rdkit,GBT,0.8212,0.1779,0.3293,0.5938,0.1617,0.1917,0.9958904109589041,6.0,7270.0,30.0,25.0
764,TOX21_PPARd_BLA_agonist_ratio,Rdkit,RF,0.797,0.1683,0.3762,0.6109,0.2417,0.225,0.9968493150684932,7.0,7277.0,23.0,24.0
765,TOX21_PPARd_BLA_agonist_ratio,Rdkit,LR,0.8052,0.2386,0.1811,0.6836,0.0906,0.3833,0.9838356164383562,12.0,7182.0,118.0,19.0
766,TOX21_PPARd_BLA_agonist_ratio,Rdkit,KNN,0.7469,0.2772,0.0505,0.745,0.0264,0.5833,0.9067123287671233,18.0,6619.0,681.0,13.0
767,TOX21_PPARd_BLA_agonist_ratio,Rdkit,NB,0.5477,0.1337,0.017,0.5266,0.0052,0.2583,0.7947945205479452,8.0,5802.0,1498.0,23.0
768,TOX21_PPARd_BLA_agonist_ratio,Layerd,MLP,0.778,0.2448,0.2803,0.641,0.1636,0.2917,0.9904096451568708,9.0,7229.0,70.0,22.0
769,TOX21_PPARd_BLA_agonist_ratio,Layerd,GBT,0.8035,0.189,0.3416,0.6057,0.1459,0.2167,0.9946568023016852,7.0,7260.0,39.0,24.0
770,TOX21_PPARd_BLA_agonist_ratio,Layerd,RF,0.8438,0.1915,0.4171,0.5781,0.3333,0.1583,0.997807918892999,5.0,7283.0,16.0,26.0
771,TOX21_PPARd_BLA_agonist_ratio,Layerd,LR,0.7903,0.1855,0.2361,0.6678,0.1126,0.35,0.9856144677353063,11.0,7194.0,105.0,20.0
772,TOX21_PPARd_BLA_agonist_ratio,Layerd,KNN,0.7452,0.23,0.0752,0.721,0.0321,0.5083,0.933689546513221,16.0,6815.0,484.0,15.0
773,TOX21_PPARd_BLA_agonist_ratio,Layerd,NB,0.5971,0.181,0.0257,0.5971,0.0092,0.35,0.8442252363337444,11.0,6162.0,1137.0,20.0
774,TOX21_PPARd_BLA_agonist_ratio,Pattern,MLP,0.7628,0.2109,0.242,0.6258,0.1295,0.2583,0.9933105802047781,8.0,7276.0,49.0,23.0
775,TOX21_PPARd_BLA_agonist_ratio,Pattern,GBT,0.8523,0.2056,0.2771,0.6427,0.1478,0.2917,0.9937201365187713,9.0,7279.0,46.0,22.0
776,TOX21_PPARd_BLA_agonist_ratio,Pattern,RF,0.8096,0.1987,0.4262,0.6118,0.3704,0.225,0.9984982935153583,7.0,7314.0,11.0,24.0
777,TOX21_PPARd_BLA_agonist_ratio,Pattern,LR,0.796,0.1808,0.2152,0.6569,0.0995,0.325,0.9888054607508533,10.0,7243.0,82.0,21.0
778,TOX21_PPARd_BLA_agonist_ratio,Pattern,KNN,0.7642,0.2274,0.0731,0.7324,0.0352,0.525,0.9399317406143345,16.0,6885.0,440.0,15.0
779,TOX21_PPARd_BLA_agonist_ratio,Pattern,NB,0.5897,0.1527,0.0298,0.5897,0.0108,0.2917,0.8877815699658703,9.0,6503.0,822.0,22.0
780,TOX21_PPARd_BLA_antagonist_ratio,MACCS,MLP,0.695,0.0957,0.1665,0.6033,0.0955,0.2305,0.9760231500620091,19.0,7083.0,174.0,64.0
781,TOX21_PPARd_BLA_antagonist_ratio,MACCS,GBT,0.7421,0.0956,0.1323,0.5329,0.0863,0.0736,0.9921455146754857,6.0,7200.0,57.0,77.0
782,TOX21_PPARd_BLA_antagonist_ratio,MACCS,RF,0.7635,0.0885,0.18,0.5577,0.195,0.1208,0.9946258784621744,10.0,7218.0,39.0,73.0
783,TOX21_PPARd_BLA_antagonist_ratio,MACCS,LR,0.6644,0.0664,0.0699,0.6363,0.0342,0.3972,0.8754306187129668,33.0,6353.0,904.0,50.0
784,TOX21_PPARd_BLA_antagonist_ratio,MACCS,KNN,0.6447,0.1425,0.0659,0.621,0.0365,0.343,0.8989940746865096,28.0,6524.0,733.0,55.0
785,TOX21_PPARd_BLA_antagonist_ratio,MACCS,NB,0.4695,0.3625,0.019,0.4388,0.0096,0.7236,0.15392035276284965,60.0,1117.0,6140.0,23.0
786,TOX21_PPARd_BLA_antagonist_ratio,Morgan,MLP,0.6398,0.1453,0.2418,0.6206,0.1575,0.2583,0.9829271650832989,22.0,7139.0,124.0,61.0
787,TOX21_PPARd_BLA_antagonist_ratio,Morgan,GBT,0.676,0.1241,0.225,0.5759,0.1156,0.1653,0.9865069530497039,14.0,7165.0,98.0,69.0
788,TOX21_PPARd_BLA_antagonist_ratio,Morgan,RF,0.7403,0.1244,0.215,0.544,0.2528,0.0931,0.9949056863555005,8.0,7226.0,37.0,75.0
789,TOX21_PPARd_BLA_antagonist_ratio,Morgan,LR,0.6815,0.1521,0.1922,0.6297,0.1248,0.2833,0.9760429574555969,24.0,7089.0,174.0,59.0
790,TOX21_PPARd_BLA_antagonist_ratio,Morgan,KNN,0.6436,0.1974,0.0563,0.6309,0.0302,0.4153,0.8466198540547983,35.0,6149.0,1114.0,48.0
791,TOX21_PPARd_BLA_antagonist_ratio,Morgan,NB,0.5572,0.1028,0.0802,0.5572,0.0406,0.1556,0.9588324383863417,13.0,6964.0,299.0,70.0
792,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,MLP,0.6458,0.0913,0.1411,0.6336,0.0942,0.3,0.967113444797568,25.0,6999.0,238.0,58.0
793,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,GBT,0.7041,0.076,0.1371,0.5752,0.1008,0.168,0.9823131131684399,14.0,7109.0,128.0,69.0
794,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,RF,0.7413,0.0856,0.1719,0.5776,0.1511,0.1667,0.9885311593201603,14.0,7154.0,83.0,69.0
795,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,LR,0.6692,0.0856,0.1245,0.623,0.0707,0.2875,0.9584081801851596,24.0,6936.0,301.0,59.0
796,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,KNN,0.6758,0.2214,0.0642,0.6682,0.0344,0.4931,0.8433052369766478,41.0,6103.0,1134.0,42.0
797,TOX21_PPARd_BLA_antagonist_ratio,Rdkit,NB,0.5415,0.1584,0.0428,0.5618,0.0237,0.4056,0.7181152411220119,34.0,5197.0,2040.0,49.0
798,TOX21_PPARd_BLA_antagonist_ratio,Layerd,MLP,0.6634,0.0957,0.1841,0.6325,0.119,0.2875,0.9774768550504352,24.0,7074.0,163.0,59.0
